type_annonce,titre,location,date,modele,transsmission,carburant,image,propriétere,link,ville,quartier
Voitures d'occasion,alfa romeo giulia veloce,"casablanca, anfa",il y a 1 heure,2024,Automatique,Diesel,N/A,Stellantis You Casablanca,https://www.avito.ma/fr/anfa/voitures_d_occasion/Alfa_Romeo_Giulia_Veloce_56103545.htm,casablanca,anfa
Voitures d'occasion,kia picanto 1.0 l 67 motion,"casablanca, ain sebaa",il y a 1 heure,2022,Manuelle,Essence,N/A,otoclic casablanca,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Kia_Picanto_1_0_l_67_Motion_57304830.htm,casablanca,ain sebaa
Voitures de location,location de voiture,"casablanca, aïn diab",il y a 1 heure,,N/A,N/A,N/A,vog car,https://www.avito.ma/fr/aïn_diab/voitures_de_location/Location_de_voiture_56370951.htm,casablanca,aïn diab
Voitures d'occasion,jaguar e-pace diesel automatique 2021 à casablanca,"casablanca, maarif",il y a 1 heure,2021,Automatique,Diesel,N/A,Auto 212,https://www.avito.ma/fr/maarif/voitures_d_occasion/Jaguar_E_Pace_Diesel_Automatique_2021_à_Casablanca_57447586.htm,casablanca,maarif
Voitures d'occasion,corolla prestige 20.000 km - derkaoui auto,"tanger, val fleuri",il y a 1 heure,2021,Automatique,Hybride,N/A,Derkaoui Automotive,https://www.avito.ma/fr/val_fleuri/voitures_d_occasion/Corolla_Prestige_20_000_KM___DERKAOUI_AUTO_45046996.htm,tanger,val fleuri
Voitures d'occasion,bmw série 730ld pack m automatique 2016 à rabat,"rabat, hay riad",il y a 1 heure,2016,Automatique,Diesel,N/A,MOURAD AUTO,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/BMW_Série_730LD_Pack_M_Automatique_2016_à_Rabat_57463258.htm,rabat,hay riad
Voitures d'occasion,toyota corolla 4d4,"casablanca, ain sebaa",il y a 1 heure,2014,Manuelle,Diesel,N/A,Majid Abdelmajid,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Toyota_Corolla_4D4_57508777.htm,casablanca,ain sebaa
Voitures d'occasion,audi rsq3,"rabat, hay riad",il y a 1 heure,2022,Automatique,Essence,N/A,Mr Hamza,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Audi_RSQ3_57072079.htm,rabat,hay riad
Voitures d'occasion,porsche cayenne coupé hybride,"el jadida, centre",il y a 1 heure,2025,Automatique,Hybride,N/A,Smaib Maroc,https://www.avito.ma/fr/centre/voitures_d_occasion/Porsche_Cayenne_Coupé_Hybride_57466603.htm,el jadida,centre
Voitures d'occasion,audi q3 diesel automatique 2024 à rabat,"rabat, hassan",il y a 1 heure,2024,Automatique,Diesel,N/A,particulier,https://www.avito.ma/fr/hassan/voitures_d_occasion/Audi_Q3_Diesel_Automatique_2024_à_Rabat_57411464.htm,rabat,hassan
Voitures d'occasion,peugeot 208 en excellent etat,"kénitra, el ismailia",il y a 2 heures,2019,Manuelle,Diesel,https://content.avito.ma/classifieds/images/10143656390?t=images,Naceri,https://www.avito.ma/fr/el_ismailia/voitures_d_occasion/Peugeot_208_en_excellent_etat_57368208.htm,kénitra,el ismailia
Voitures de location,fiat tipo life bva,"rabat, autre secteur",il y a 13 minutes,,N/A,N/A,https://content.avito.ma/classifieds/images/10111494445?t=images,BRC AUTO,https://www.avito.ma/fr/autre_secteur/voitures_de_location/Fiat_tipo_life_BVA_54170460.htm,rabat,autre secteur
Voitures d'occasion,mercedes gle350de manufaktur bleu 2026 00km,"kénitra, centre",il y a 1 heure,2026,Automatique,Hybride,https://content.avito.ma/classifieds/images/10143656704?t=images,C-Cars,https://www.avito.ma/fr/centre/voitures_d_occasion/Mercedes_GLE350de_Manufaktur_bleu_2026_00km_57368216.htm,kénitra,centre
Voitures d'occasion,mercedes slk essence automatique 1999 diwana 2025,"rabat, yacoub el mansour",il y a 1 heure,1999,Automatique,Essence,N/A,AUTO IDASSE,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Mercedes_SLK_Essence_Automatique_1999_Diwana_2025_56600201.htm,rabat,yacoub el mansour
Voitures d'occasion,mercedes glc220 diesel bva 2017,"rabat, guich oudaya",il y a 1 heure,2017,Automatique,Diesel,N/A,CHRIAA AUTO,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Mercedes_GLC220_diesel_BVA_2017_56164600.htm,rabat,guich oudaya
Voitures d'occasion,renault captur intens diesel manuelle 2013 à oujda,"oujda, hay fath",il y a 1 heure,2013,Manuelle,Diesel,N/A,AZDAD AUTO,https://www.avito.ma/fr/hay_fath/voitures_d_occasion/Renault_Captur_intens_Diesel_Manuelle_2013_à_Oujda_57147324.htm,oujda,hay fath
Voitures d'occasion,porsche cayenne coupé hybride,"el jadida, centre",il y a 1 heure,2025,Automatique,Hybride,N/A,Smaib Maroc,https://www.avito.ma/fr/centre/voitures_d_occasion/Porsche_Cayenne_Coupé_Hybride_57466603.htm,el jadida,centre
Voitures d'occasion,mercedes-benz classe c 220d 2020,"casablanca, maarif",il y a 1 heure,2020,Automatique,Diesel,N/A,Car and Shop,https://www.avito.ma/fr/maarif/voitures_d_occasion/Mercedes_Benz_Classe_C_220d_2020_56943128.htm,casablanca,maarif
Voitures d'occasion,audi rsq3,"rabat, hay riad",il y a 1 heure,2022,Automatique,Essence,N/A,Mr Hamza,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Audi_RSQ3_57072079.htm,rabat,hay riad
Voitures d'occasion,audi q3 diesel automatique 2024 à rabat,"rabat, hassan",il y a 1 heure,2024,Automatique,Diesel,N/A,particulier,https://www.avito.ma/fr/hassan/voitures_d_occasion/Audi_Q3_Diesel_Automatique_2024_à_Rabat_57411464.htm,rabat,hassan
Voitures de location,location de voiture suv hyundai tucson 2025,"casablanca, centre ville",il y a 1 heure,,N/A,N/A,N/A,ARISTO LOCA CAR,https://www.avito.ma/fr/centre_ville/voitures_de_location/location_de_voiture_SUV_hyundai_tucson_2025_56437270.htm,casablanca,centre ville
Voitures d'occasion,renault master diesel manuelle 2021 à casablanca,"casablanca, ain sebaa",il y a 1 heure,2021,Manuelle,Diesel,N/A,autocash.ma,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Renault_Master_Diesel_Manuelle_2021_à_Casablanca_57419382.htm,casablanca,ain sebaa
Voitures d'occasion,seat leon automatique,"rabat, agdal",il y a 1 heure,2015,Automatique,Diesel,N/A,Moncef,https://www.avito.ma/fr/agdal/voitures_d_occasion/Seat_Leon_automatique_57508776.htm,rabat,agdal
Voitures d'occasion,jaguar e-pace diesel automatique 2021 à casablanca,"casablanca, maarif",il y a 1 heure,2021,Automatique,Diesel,N/A,Auto 212,https://www.avito.ma/fr/maarif/voitures_d_occasion/Jaguar_E_Pace_Diesel_Automatique_2021_à_Casablanca_57447586.htm,casablanca,maarif
Voitures d'occasion,volkswagen golf 8 diesel automatique 2021 à rabat,"rabat, hay riad",il y a 1 heure,2021,Automatique,Diesel,N/A,Auto design,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Volkswagen_Golf_8_Diesel_Automatique_2021_à_Rabat_57168781.htm,rabat,hay riad
Voitures d'occasion,seat leon automatique diesel 1.6 2017,"rabat, guich oudaya",il y a 1 heure,2017,Automatique,Diesel,N/A,CHRIAA AUTO,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Seat_Leon_automatique_diesel_1_6_2017_57194191.htm,rabat,guich oudaya
Voitures d'occasion,audi q8 50tdi s line exclusive 2026,"kénitra, centre",il y a 1 heure,2026,Automatique,Diesel,N/A,C-Cars,https://www.avito.ma/fr/centre/voitures_d_occasion/Audi_Q8_50TDI_S_Line_exclusive_2026_57441066.htm,kénitra,centre
Voitures d'occasion,seat ibiza fr anniversary à vendre,"tanger, moujahidine",il y a 1 heure,2025,Automatique,Essence,N/A,Particulier,https://www.avito.ma/fr/moujahidine/voitures_d_occasion/Seat_Ibiza_Fr_Anniversary_à_vendre_57336192.htm,tanger,moujahidine
Voitures d'occasion,hyundai accent diesel automatique 2021 à agadir,"agadir, el houda",il y a 1 heure,2021,Automatique,Diesel,N/A,STARTUP CARS AGADIR,https://www.avito.ma/fr/el_houda/voitures_d_occasion/Hyundai_Accent_Diesel_Automatique_2021_à_Agadir_57413844.htm,agadir,el houda
Voitures d'occasion,audi a3 stronic automatique modèle 2023 a fes,"fès, narjis",il y a 1 heure,2023,Automatique,Diesel,N/A,Auto Yassine,https://www.avito.ma/fr/narjis/voitures_d_occasion/Audi_A3_Stronic_automatique_modèle_2023_A_Fes_57471312.htm,fès,narjis
Voitures de location,location de voiture renault clio 4 diesel,"casablanca, centre ville",il y a 1 heure,,N/A,N/A,N/A,Perle du sahel car,https://www.avito.ma/fr/centre_ville/voitures_de_location/Location_de_voiture_Renault_clio_4_diesel_52205853.htm,casablanca,centre ville
Voitures d'occasion,mercedes gla220 diesel automatique 2014,"rabat, guich oudaya",il y a 1 heure,2014,Automatique,Diesel,N/A,CHRIAA AUTO,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Mercedes_GLA220_diesel_Automatique_2014_56785062.htm,rabat,guich oudaya
Voitures d'occasion,bmw série 730ld pack m automatique 2016 à rabat,"rabat, hay riad",il y a 1 heure,2016,Automatique,Diesel,N/A,MOURAD AUTO,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/BMW_Série_730LD_Pack_M_Automatique_2016_à_Rabat_57463258.htm,rabat,hay riad
Voitures d'occasion,stellantis - alfa romeo stelvio - 2022,"casablanca, ain sebaa",il y a 1 heure,2022,Automatique,Diesel,N/A,SPOTICAR MOULAY SLIMANE,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stellantis___ALFA_ROMEO_Stelvio___2022_56899286.htm,casablanca,ain sebaa
Voitures d'occasion,mercedes-benz classe gle diesel automatique 2021,"agadir, el houda",il y a 1 heure,2021,Automatique,Diesel,N/A,STARTUP CARS AGADIR,https://www.avito.ma/fr/el_houda/voitures_d_occasion/Mercedes_Benz_Classe_GLE_Diesel_Automatique_2021_57241290.htm,agadir,el houda
Voitures d'occasion,stellantis - suzuki swift - 2024,"casablanca, ain sebaa",il y a 1 heure,2024,Automatique,Essence,N/A,SPOTICAR MOULAY SLIMANE,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stellantis___SUZUKI_Swift___2024_56899253.htm,casablanca,ain sebaa
Voitures d'occasion,land rover velar à vendre,"salé, hay salam",il y a 1 heure,2019,Automatique,Diesel,N/A,Anass Mhalla,https://www.avito.ma/fr/hay_salam/voitures_d_occasion/Land_rover_velar_à_vendre_57504738.htm,salé,hay salam
Voitures d'occasion,ford kuga diesel automatique 2021 à casablanca,"casablanca, anfa",il y a 1 heure,2021,Automatique,Diesel,N/A,Stellantis You Casablanca,https://www.avito.ma/fr/anfa/voitures_d_occasion/Ford_Kuga_Diesel_Automatique_2021_à_Casablanca_56796749.htm,casablanca,anfa
Voitures d'occasion,volkswagen t-roc diesel automatique 2024 à agadir,"agadir, el houda",il y a 1 heure,2024,Automatique,Diesel,N/A,STARTUP CARS AGADIR,https://www.avito.ma/fr/el_houda/voitures_d_occasion/Volkswagen_T_Roc_Diesel_Automatique_2024_à_Agadir_57196179.htm,agadir,el houda
Voitures d'occasion,range rover velar 2019 (54000km),"casablanca, bourgogne",il y a 1 heure,2019,Automatique,Diesel,N/A,Particulier Casabkanca,https://www.avito.ma/fr/bourgogne/voitures_d_occasion/Range_Rover_Velar_2019__54000km__57478622.htm,casablanca,bourgogne
Voitures d'occasion,mercedes classe e 220 diesel,"rabat, guich oudaya",il y a 1 heure,2016,Automatique,Diesel,N/A,Garage Mantaga,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Mercedes_Classe_E_220_Diesel_57219776.htm,rabat,guich oudaya
Voitures d'occasion,range rover velar,"casablanca, maarif",il y a 1 heure,2023,Automatique,Diesel,N/A,AUTO REDA,https://www.avito.ma/fr/maarif/voitures_d_occasion/Range_Rover_VELAR_56371202.htm,casablanca,maarif
Voitures d'occasion,peugeot 208 diesel automatique 2022,"oujda, centre ville",il y a 1 heure,2022,Automatique,Diesel,N/A,Abdou Oujda,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Peugeot_208_Diesel_Automatique_2022_56353898.htm,oujda,centre ville
Voitures d'occasion,peugeot 301 diesel manuelle 2023 à casablanca,"casablanca, anfa",il y a 1 heure,2023,Manuelle,Diesel,N/A,Stellantis You Casablanca,https://www.avito.ma/fr/anfa/voitures_d_occasion/Peugeot_301_Diesel_Manuelle_2023_à_Casablanca_56796851.htm,casablanca,anfa
Voitures d'occasion,stellantis - peugeot 301 - 2023,"casablanca, ain sebaa",il y a 1 heure,2023,Manuelle,Diesel,N/A,SPOTICAR MOULAY SLIMANE,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stellantis___PEUGEOT_301___2023_57302736.htm,casablanca,ain sebaa
Voitures de location,location de voiture volkswagen golf 8.5,"casablanca, ain sebaa",il y a 1 heure,,N/A,N/A,N/A,ARISTO LOCA CAR,https://www.avito.ma/fr/ain_sebaa/voitures_de_location/Location_de_voiture_Volkswagen_Golf_8_5_57263577.htm,casablanca,ain sebaa
Voitures d'occasion,vw tiguan 2.0 tdi dsg 4matic rline 150ch 2018,"tanger, mozart",il y a 1 heure,2018,Automatique,Diesel,N/A,VIP Auto Tanger,https://www.avito.ma/fr/mozart/voitures_d_occasion/VW_Tiguan_2_0_TDi_DSG_4MatiC_RLine_150ch_2018_55269732.htm,tanger,mozart
Voitures d'occasion,mercedes classe c,"rabat, hay el fath",il y a 1 heure,2014,Automatique,Diesel,N/A,Auto Ali,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Mercedes_classe_c_56332970.htm,rabat,hay el fath
Voitures d'occasion,renault arkana hybride e tech black line,"casablanca, maarif",il y a 4 heures,2023,Automatique,Hybride,https://content.avito.ma/classifieds/images/10144072443?t=images,Coline auto,https://www.avito.ma/fr/maarif/voitures_d_occasion/Renault_arkana_hybride_E_tech_black_line_57413139.htm,casablanca,maarif
Voitures d'occasion,alfa romeo tonale ti 2024,"casablanca, anfa",il y a 1 heure,2024,Automatique,Diesel,https://content.avito.ma/classifieds/images/10121930738?t=images,Stellantis You Casablanca,https://www.avito.ma/fr/anfa/voitures_d_occasion/Alfa_Romeo_Tonale_Ti_2024_55203054.htm,casablanca,anfa
Voitures d'occasion,kia niro eco hybride 2022 automatique,"casablanca, 2 mars",il y a 32 minutes,2022,Automatique,Hybride,https://content.avito.ma/classifieds/images/10144601030?t=images,Coline auto,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Kia_niro_eco_Hybride_2022_automatique_56495609.htm,casablanca,2 mars
Voitures d'occasion,stellantis - renault megane coupé - 2023,"casablanca, ain sebaa",il y a 1 heure,2023,Automatique,Diesel,N/A,SPOTICAR MOULAY SLIMANE,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stellantis___RENAULT_Megane_Coupé___2023_56899293.htm,casablanca,ain sebaa
Voitures d'occasion,kia picanto 2024 tt options à marrakech,"marrakech, massira 1",il y a 1 heure,2024,Manuelle,Essence,N/A,MH AUTOKAZ,https://www.avito.ma/fr/massira_1/voitures_d_occasion/Kia_Picanto_2024_Tt_Options_à_Marrakech_55531295.htm,marrakech,massira 1
Voitures d'occasion,bmw x1 2019 douane 2025,"marrakech, massira 3",il y a 1 heure,2019,Automatique,Diesel,N/A,auto Abderrahim,https://www.avito.ma/fr/massira_3/voitures_d_occasion/BMW_X1_2019_douane_2025_55373412.htm,marrakech,massira 3
Voitures d'occasion,stellantis - peugeot 301 - 2023,"casablanca, ain sebaa",il y a 1 heure,2023,Manuelle,Diesel,N/A,SPOTICAR MOULAY SLIMANE,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stellantis___PEUGEOT_301___2023_57302743.htm,casablanca,ain sebaa
Voitures de location,location de voiture,"casablanca, 2 mars",il y a 1 heure,,N/A,N/A,N/A,vog car,https://www.avito.ma/fr/2_mars/voitures_de_location/location_de_voiture_56943905.htm,casablanca,2 mars
Voitures d'occasion,alfa romeo tonale ti 2024,"casablanca, anfa",il y a 1 heure,2024,Automatique,Diesel,N/A,Stellantis You Casablanca,https://www.avito.ma/fr/anfa/voitures_d_occasion/Alfa_Romeo_Tonale_Ti_2024_55203054.htm,casablanca,anfa
Voitures d'occasion,audi q3 diesel automatique 2022 à agadir,"agadir, el houda",il y a 1 heure,2022,Automatique,Diesel,N/A,STARTUP CARS AGADIR,https://www.avito.ma/fr/el_houda/voitures_d_occasion/Audi_Q3_Diesel_Automatique_2022_à_Agadir_57138846.htm,agadir,el houda
Voitures d'occasion,bmw x3 pack m,"casablanca, californie",il y a 1 heure,2021,Automatique,Diesel,N/A,Carlex Auto,https://www.avito.ma/fr/californie/voitures_d_occasion/BMW_X3_Pack_M_57156941.htm,casablanca,californie
Voitures de location,location voiture économique à fès,"fès, route d'aeroport",il y a 1 heure,,N/A,N/A,N/A,KADRI LUXURY CAR,https://www.avito.ma/fr/route_d_aeroport/voitures_de_location/Location_Voiture_Économique_À_Fès_57050233.htm,fès,route d'aeroport
Voitures d'occasion,skoda karoq,"casablanca, aïn chock",il y a 1 heure,2022,Automatique,Diesel,N/A,Moaade,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Skoda_karoq_57231325.htm,casablanca,aïn chock
Voitures d'occasion,mercedes gla pack amg,"casablanca, californie",il y a 1 heure,2022,Automatique,Diesel,N/A,Carlex Auto,https://www.avito.ma/fr/californie/voitures_d_occasion/Mercedes_GLA_Pack_Amg_57325052.htm,casablanca,californie
Voitures d'occasion,fiat fiorino 2023,"fès, route ain chkaf",il y a 1 heure,2023,Manuelle,Diesel,N/A,hamada,https://www.avito.ma/fr/route_ain_chkaf/voitures_d_occasion/Fiat_Fiorino_2023_54676012.htm,fès,route ain chkaf
Voitures d'occasion,porsche cayenne,"rabat, hay riad",il y a 1 heure,2019,Automatique,Essence,N/A,Mr Hamza,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Porsche_Cayenne_52460187.htm,rabat,hay riad
Voitures d'occasion,volkswagen jetta diesel automatique 2020,"casablanca, bourgogne",il y a 1 heure,2020,Automatique,Diesel,N/A,Houssam,https://www.avito.ma/fr/bourgogne/voitures_d_occasion/Volkswagen_Jetta_Diesel_Automatique_2020_57201283.htm,casablanca,bourgogne
Voitures d'occasion,mercedes classe c220d pack amg,"casablanca, californie",il y a 1 heure,2022,Automatique,Diesel,N/A,Carlex Auto,https://www.avito.ma/fr/californie/voitures_d_occasion/Mercedes_classe_C220d_Pack_Amg_57164704.htm,casablanca,californie
Voitures d'occasion,volkswagen polo essence manuelle 2022 à agadir,"agadir, el houda",il y a 1 heure,2022,Manuelle,Essence,N/A,STARTUP CARS AGADIR,https://www.avito.ma/fr/el_houda/voitures_d_occasion/Volkswagen_Polo_Essence_Manuelle_2022_à_Agadir_57413864.htm,agadir,el houda
Voitures d'occasion,toyota corolla cross hybrid dynamic 2021 à tanger,"tanger, drissia",il y a 1 heure,2021,Automatique,Hybride,N/A,OCCASIONS AUTO EXPERT,https://www.avito.ma/fr/drissia/voitures_d_occasion/TOYOTA_COROLLA_CROSS_HYBRID_DYNAMIC_2021_À_TANGER_57425877.htm,tanger,drissia
Voitures d'occasion,voiture avender,"marrakech, afaq",il y a 1 heure,2017,Automatique,Diesel,N/A,hassan,https://www.avito.ma/fr/afaq/voitures_d_occasion/Voiture_Avender_57508770.htm,marrakech,afaq
Voitures d'occasion,jeep grand cherokee,"casablanca, bournazil",il y a 1 heure,2018,Automatique,Diesel,N/A,Waficha Rani,https://www.avito.ma/fr/bournazil/voitures_d_occasion/Jeep_Grand_Cherokee_57508771.htm,casablanca,bournazil
Voitures d'occasion,class a 180,"casablanca, aïn chock",il y a 1 heure,2016,Automatique,Diesel,N/A,Moaade,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Class_A_180_54428219.htm,casablanca,aïn chock
Voitures d'occasion,hyundai tucson,"khouribga, toute la ville",il y a 1 heure,2021,Automatique,Diesel,N/A,galerie yassine,https://www.avito.ma/fr/khouribga/voitures_d_occasion/Hyundai_Tucson_54102170.htm,khouribga,toute la ville
Voitures de location,location de voiture hyundai tucson,"casablanca, maarif",il y a 1 heure,,N/A,N/A,N/A,Spie rent car,https://www.avito.ma/fr/maarif/voitures_de_location/location_de_voiture_HYUNDAI_TUCSON_54913555.htm,casablanca,maarif
Voitures d'occasion,vendre audi a4 sligne 2018 très bon état,"rabat, agdal",il y a 1 heure,2018,Automatique,Diesel,N/A,Hamid,https://www.avito.ma/fr/agdal/voitures_d_occasion/Vendre_Audi_A4_Sligne_2018_très_bon_état_57493634.htm,rabat,agdal
Voitures de location,location de voiture renault clio 5,"casablanca, sidi maarouf",il y a 1 heure,,N/A,N/A,N/A,Spie rent car,https://www.avito.ma/fr/sidi_maarouf/voitures_de_location/Location_de_voiture_RENAULT_CLIO_5_56568712.htm,casablanca,sidi maarouf
Voitures d'occasion,peugeot 2008 diesel allure 2022,"safi, labc",il y a 1 heure,2022,Automatique,Diesel,N/A,Housni,https://www.avito.ma/fr/labc/voitures_d_occasion/Peugeot_2008_diesel_allure_2022_56837921.htm,safi,labc
Voitures d'occasion,208 peugeot,"marrakech, azli",il y a 1 heure,2022,Manuelle,Diesel,N/A,krd osma,https://www.avito.ma/fr/azli/voitures_d_occasion/208_peugeot_57508747.htm,marrakech,azli
Voitures d'occasion,peugeot 208 1.5 allure pack,"casablanca, ain sebaa",il y a 1 heure,2023,Automatique,Diesel,N/A,otoclic casablanca,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Peugeot_208_1_5_Allure_Pack_55845420.htm,casablanca,ain sebaa
Voitures d'occasion,volkswagen tiguan r-line,"rabat, hay riad",il y a 1 heure,2025,Automatique,Diesel,N/A,AUTO errachidia 2,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Volkswagen_Tiguan_R_LINE_57401455.htm,rabat,hay riad
